artist,id,name
"GAP Band","554","Early In The Morning"
"GAP Band","555","Oops Upside Your Head"
"GAP Band","556","Party Train"
"GAP Band","557","You Dropped A Bomb On Me"
"Geazy & Bebe Rexha","558","Me, Myself & I"
"Geazy & Bebe Rexha","559","Me, Myself & I"
"Gene Chandler","560","Duke Of Earl"
"Gene Chandler","561","Get Down"
"Gene Chandler","562","Groovy Situation"
"George Benson","563","On Broadway"
"George Benson","564","Turn Your Love Around"
"George Benson","565"," World Is A Ghetto"
"George Michael","566","Faith"
"Gerald & Eddie Levert","567","Baby Hold On To Me"
"Gerald Levert","568","ABC 123"
"Gerald Levert","569","Answering Service"
"Gerald Levert","570","Can You Handle It"
"Gerald Levert","571","Casanova"
"Gerald Levert","572","I'd Give Anything"
"Gerald Levert","573","In My Songs"
"Gerald Levert","574","Mister Too Damn Good"
"Gerald Levert","575","Taking Everything"
"Gerald Levert","576","Thinkin' Bout It"
"Ginuwine","577","Differences"
"Gladys  Knight & Brandy & Tamia & Chaka Khan","578","Missin' You"
"Gladys Knight","579","License To Kill"
"Gladys Knight  & The Pips","580","Baby Don't Change Your Mind"
"Gladys Knight & The Pips","581","Best Thing That Ever Happened To Me"
"Gladys Knight & The Pips","582","Every Beat Of My Heart"
"Gladys Knight & The Pips","583","I Heard It Through The Grapevine"
"Gladys Knight & The Pips","584","I've Got To Use My Imagination"
"Gladys Knight & The Pips","585","If I Were Your Woman"
"Gladys Knight & The Pips","586","Midnight Train To Georgia"
"Gladys Knight & The Pips","587","Neither One Of Us"
"Gladys Knight & The Pips ","588"," Neither One Of Us"
"Glen Campbell","589","Gentle On My Mind"
"Glenn Cambell","590","By The Time I Get To Phoenix"
"Gloria Estefan","591","Anything For You"
"Gloria Estefan","592","Conga"
"Gloria Estefan","593","Everlasting Love"
"Gloria Estefan","594","Everlasting Love"
"Gloria Estefan","595","Here We Are"
"Gloria Estefan","596","Turn The Beat Around"
"Gloria Gaynor","597","I Will Survive"
"Gnarls Barkley","598","Crazy"
"Gospel Traditional","599","Jesus Loves The Little Children"
"Grace","600","You Don't Own Me"
"Gregory Abbott","601","Shake You Down "
"Grinch","602","You're A Mean One, Mr Grinch"
"Gucci Mane & Migos","603","I Get The Bag"
"Guess Who","604","American Woman"
"Haddaway","605","What Is Love"
"Hall & Oates","606","Family Man"
"Hall & Oates","607","I Can't Go For That"
"Hall & Oates","608","Maneater"
"Hall & Oates","609","One On One"
"Hall & Oates","610","Private Eyes"
"Hall & Oates","611","Rich Girl"
"Hall & Oates","612","Say It Isn't So"
"Hall & Oates","613","She's Gone"
"Hank Williams Jr","614","All My Rowdy Friends Are Coming Over"
"Hank Williams Jr","615","Hey Good Lookin"
"Hank Williams Jr","616","Whiskey Bent And Hell Bound"
"Hank Williams Jr.","617","Born To Boogie"
"Hank Williams Jr.","618","Country Boy Can Survive"
"Hank Williams Jr.","619","Country State Of Mind"
"Hank Williams Jr.","620","Family Tradition"
"Hank Williams Jr.","621","Southern Thunder (vocals)"
"Harold Melvin & The Bluenotes","622","Bad Luck"
"Harold Melvin & The Bluenotes","623","Don't Leave Me This Way"
"Harold Melvin & The Bluenotes","624","Hope That We Can Be Together Soon"
"Harold Melvin & The Bluenotes","625","I Miss You "
"Harold Melvin & The Bluenotes","626","If You Don't Know Me By Now"
"Harold Melvin & The Bluenotes","627","The Love I Lost"
"Harold Melvin & The Bluenotes","628","Wake Up Everybody "
"Harold Melvin & The Bluenotes","629","Where Are All My Friends "
"Harry Belafonte","630","Banana Boat Song"
"Harry Belafonte","631","Caribbean Disco Show"
"Harry Belafonte","632","Coconut Woman"
"Harry Belafonte","633","Jump In The Line"
"Harry Belafonte","634","Try To Remember"
"Heart","635","Barracuda"
"Heather Headley","636","In My Mind"
"Heatwave","637","Always & Forever"
"Heatwave","638","Boogie Nights"
"Heavy D","639","Now That We've Found Love"
"Honey Cone","640","Want Ads"
"Honeydrippers","641","Sea Of Love"
"Hootie & The Blowfish","642","Only Wanna Be With You"
"Hot Chocolate","643","Every One Is A Winner"
"Hot Chocolate","644","You Sexy Thing"
"House Of Pain","645","Jump Around"
"Huey Lewis","646","Power Of Love"
"Ice Cube","647","Check Yo Self"
"Idina Menzel","648","All I Want For Christmas Is You"
"Idina Menzel","649","Let It Go"
"Iggy Azalea & Charli XCX","650","Fancy"
"Ike & Tina Turner","651","Oh My My (Can You Boogie)"
"Impressions","652","Amen"
"Impressions","653","It's Alright"
"Impressions","654","People Get Ready"
"India Arie","655","Brown Skin"
"India Arie","656","I Am Not My Hair"
"India Arie","657","Ready For Love"
"India Arie (Wvocal)","658","Video"
"Inner Circle","659","Bad Boys"
"Inner Circle","660","Games People Play"
"Inner Circle","661","Sweat"
"Irene Cara","662","Fame"
"Irene Cara","663","Flashdance What A Feeling"
"Isaac Hayes","664","Do Your Thing"
"Isaac Hayes","665","Shaft"
"Isley Brothers","666","Between The Sheets"
"Isley Brothers","667","Don't Say Goodnight "
"Isley Brothers","668","Fight The Power"
"Isley Brothers","669","For The Love Of You (Livin' For The Love Of You)"
"Isley Brothers","670","It's Your Thing"
"Isley Brothers","671"," Just Came Here To Chill"
"Isley Brothers","672","Shout"
"Isley Brothers","673"," Summer Breeze "
"Isley Brothers","674","That Lady"
"Isley Brothers","675","This Ole Heart Of Mine"
"Isley Brothers","676","Twist And Shout"
"Isley Brothers & R.Kelly & Chante Moore","677","Contagious"
"Jack Jones","678","Love Boat"
"Jackie Wilson","679","Baby Workout"
"Jackie Wilson","680","Doggin' Around"
"Jackie Wilson","681","Higher And Higher"
"Jackie Wilson","682","I Get The Sweetest Feeling"
"Jackie Wilson","683","Lonely Teardrops"
"Jackie Wilson","684","Tell It Like It Is"
"Jackie Wilson","685","That's Why (I Love You So)"
"Jackie Wilson","686","Your Love Keeps Lifting Me Higher And Higher"
"Jackson Five","687","ABC"
"Jackson Five","688","Dancing Machine"
"Jackson Five","689","Never Can Say Goodbye"
"Jackson Five","690","The Love You Save"
"Jagged Edge","691","Walked Outta Heaven"
"Jaheim","692","Ain't Leavin' Without You"
"Jaheim","693","Finding My Way Back"
"Jaheim","694","Have You Ever"
"Jaheim","695","Have You Ever"
"Jaheim","696","Never"
"Jaheim","697","Put That Woman First"
"Jaheim","698","Put That Woman First"
"Jaheim ","699","Fabulous"
"Jaheim & Jadakiss","700","Every Time I Think About Her"
"Jaheim & Keyshia Cole","701","I've Change"
"Jaheim & Keyshia Cole","702","I've Changed"
"James Bay","703","If You Ever Want To Be In Love"
"James Bay","704","Let It Go"
"James Brown","705","I Got You (I Feel Good)"
"James Brown","706","I'll Go Crazy"
"James Brown","707","Living In America "
"James Brown","708","Papa's Gotta Brand New Bag"
"James Brown","709","Say It Loud, Im Black And Im Proud"
"James Brown","710","Sex Machine"
"James Ingram","711","Just Once"
"James Taylor","712","You've Got A Friend"
"Jamie Foxx & Ludacris","713","Unpredictable "
"Jan & Dean","714","Little Old Lady From Pasadena"
"Janelle Monae","715","Make Me Feel (Clean)"
"Janet Jackson","716","Control"
"Janet Jackson","717"," Pleasure Principle"
"Janet Jackson","718","Rhythm Nation"
"Janet Jackson","719","Rock With U"
"Janet Jackson","720","That's The Way Love Goes"
"Janet Jackson","721","What Have You Done For Me"
"Janet Jackson","722","When I Think Of You"
"Janet Jackson ","723","Nasty"
"Janet Jackson & Luther Vandross","724","Best Things In Life Are Free"
"Jason Aldean ","725"," Johnny Cash"
"Jay & The Americans","726","This Magic Moment"
"Jay Z","727","Excuse Me Miss"
"Jay Z","728","Hard Knock Life"
"Jay Z","729","Just Wanna Love U  Give It 2 Me"
"Jay Z & Rihanna","730","Princess Of China"
"Jean Knight","731","Mr. Big Stuff"
"Jeffrey Osbourne","732","Holding On"
"Jeffrey Osbourne","733","Love Ballad"
"Jeffrey Osbourne","734","You Should Be Mine"
"Jennifer Hudson","735","And I Am Telling You I'm Not Going"
"Jennifer Hudson","736","If This Isn't Love"
"Jennifer Hudson","737","Impossible Dream"
"Jennifer Hudson","738","Where You At"
"Jennifer Lopez","739","Love Don't Cost A Thing"
"Jeremih Ft. Lil' Wayne & Natasha Mosley ","740"," All The Time (Clean)"
"Jermaine Jackson","741","Let's Get Serious"
"Jerry Butler","742","For Your Precious Love"
"Jerry Butler","743","Let It Be Me"
"Jerry Butler","744","Only The Strong Survive"
"Jerry Butler","745"," Whats The Use Of Breaking Up"
"Jerry Butler","746","Whats The Use Of Breaking Up "
"Jessie J & Ariana Grande & Nicki Minaj","747","Bang Bang"
"Jidenna & Roman Gianarthur","748","Classic Man"
"Jill Scott","749","Golden"
"Jill Scott & Anthony Hamilton","750","So In Love"
"Jim Croce","751","Bad Bad Leroy Brown"
"Jim Croce","752","Time In A Bottle"
"Jimi  Hendrix","753","All Along The Watchtower"
"Jimi Hendrix","754","Fire"
"Jimi Hendrix","755","Foxy Lady"
"Jimi Hendrix","756","Gypsy Eyes"
"Jimi Hendrix","757","Hey Joe"
"Jimi Hendrix","758","Hey Joe"
"Jimi Hendrix","759","Little Wing"
"Jimi Hendrix","760","Long Hot Summer"
"Jimi Hendrix","761","Manic Depression"
"Jimi Hendrix","762","Purple Haze"
"Jimi Hendrix","763"," Wait Until Tomorrow"
"Jimmy Buffett ","764"," Margaritaville"
"Jimmy Castor Bunch","765","The Bertha Butt Boogie"
"Jimmy Cliff","766","Harder They Come"
"Jimmy Cliff","767","Reggae Nights"
"Jimmy Cliff","768","We All Are One"
"Jimmy Cliff","769","Wild World"
"Jimmy Cliff","770","Wonderful World Beautiful People"
"Jimmy Ruffin","771","Hold On To My Love"
"Jimmy Ruffin","772","What Becomes Of The Broken Hearted"
"Jimmy Soul","773","If You Want To Be Happy"
"Jody Watley","774","Looking For A New Love"
"Jody Watley","775","Real Love"
"Joe Cocker","776","With A Little Help From My Friends"
"Joe Simon","777","Power Of Love"
"Joe Tex","778","I Gotcha"
"John Denver","779","Thank God Im A Country Boy"
"John Legend","780","All Of Me"
"John Legend","781","Another Again"
"John Legend","782","Love Me Now"
"John Legend","783","Ordinary People"
"John Legend","784","You And I (Nobody In The World)"
"John Legend & Ludacris","785","Tonight (Best You Ever Had)"
"John Lennon","786","Imagine"
"John Lennon","787","Imagine"
"John Lennon & Paul McCartney","788","Come Together"
"John Mellencamp","789","Jack & Diane"
"John Mellencamp","790","Jack & Diane"
"John Michael Montgomery","791","Forever"
"Johnnie Taylor","792","Cheaper To Keep Her"
"Johnnie Taylor","793","Who's Making Love "
"Johnny Cash","794","Boy Named Sue"
"Johnny Cash","795","Boy Named Sue"
"Johnny Cash","796","I Walk The Line"
"Johnny Cash","797","Ring Of Fire"
"Johnny Gill","798","Cool It Now"
"Johnny Gill","799","My My My"
"Johnny Gill","800","Rub You The Right Way"
"Johnny Gill & Roger Troutman","801","It's Your Body"
"Johnny Guitar Watson","802","Ain't That A Bitch"
"Johnny Kemp","803","Just Got Paid "
"Johnny Mathis","804","It's Not For Me To Say"
"Johnny Mathis","805","The Twelfth Of Never"
"Johnny Mathis","806","The Twelfth Of Never"
"Johnny Mathis","807","Twelfth Of Never"
"Johnny Mathis ","808","Chances Are"
"Johnny Mathis & Deniece Williams","809","Too Much, Too Little, Too Late"
"Johnny Nash","810","I Can See Clearly Now"
"Johnny Paycheck","811","Take This Job And Shove It"
"Jordin Sparks","812","Battlefield"
"Jordin Sparks","813","No Air"
"Jordin Sparks","814","One Step At A Time"
"Jordin Sparks","815","S.O.S. (Let The Music Play)"
"Jose Feliciano","816","Feliz Navidad"
"Juice Newton","817","Angel Of The Morning"
"Juicy J Ft. Lil' Wayne & 2 Chainz","818","Bandz A Make Her Dance (Clean)"
"Jungle Book","819","Bare Necessities"
"Jungle Book","820","I Wanna Be Like You"
"Junior","821","Mama Used To Say "
"Junior","822","Mama Used To Say (Part 2)"
"Junior Walker & The All Stars","823","WhatDoes It Take To Win Your Love"
"Justin Bieber & Ludacris","824","Baby"
"Justin Moore","825","Back That Thing Up"
"Justin Timberlake","826","Can't Stop The Feeling"
"K Ci & Jojo","827","All My Life"
"K Ci & Jojo","828","Crazy"
"K.C. & The Sunshine Band","829","I'm Your Boogie Man"
"Kanye West","830","All Of The Lights"
"Kanye West","831","Gold Digger"
"Karyn White","832","Superwoman"
"Karyn White","833","Way You Love Me"
"KC & The Sunshine Band","834","Get Down Tonight"
"KC & The Sunshine Band","835","Give It Up"
"KC & The Sunshine Band","836","I'm Your Boogie Man"
"KC & The Sunshine Band","837","Shake Your Booty"
"KC & The Sunshine Band","838","That's The Way I Like It"
"Ke$ha","839","Die Young"
"Keith Sweat","840"," I'll Give All My Love To You"
"Keith Sweat","841","Just A Touch "
"Keith Sweat","842","Keep It Comin'"
"Keith Sweat","843","Make It Last Forever"
"Keith Sweat","844","Twisted"
"Keith Sweat & Athena Cage","845","Nobody"
"Keith Sweat & Kut Klose","846","Get Up On It"
"Keith Urban","847","Fighter"
"Keith Urban","848","The Fighter"
"Keith Washington","849","Kissing You"
"Keith Washington","850","When You Love Somebody"
"Keith Whitley","851","Im No Stranger To The Rain"
"Kelley Clarkson","852","Because Of You"
"Kelly Rowland","853","Cant Nobody"
"Kelly Rowland","854","Like This"
"Kelly Rowland  & The Wavs","855","Down For Whatever "
"Kelly Rowland & Lil Wayne","856","Motivation"
"Kem","857","I Can't Stop Loving You"
"Kem","858","Love Calls"
"Kenny Lattimore","859","If I Lose My Woman"
"Kenny Lattimore","860","You Are My Starship"
"Kenny Rogers","861","Gambler"
"Kenny Rogers","862","Lady"
"Kenny Rogers","863","Ruby Don't Take Your Love To Town"
"Khalid","864","Location"
"Kingsmen","865","Louie Louie"
"Kirk Franklin","866","I Smile"
"Kool & The Gang","867","Celebration"
"Kool & The Gang","868","Cherish"
"Kool & The Gang","869","Fresh"
"Kool & The Gang","870","Get Down On It"
"Kool & The Gang","871","Jungle Boogie"
"Kool & The Gang","872","Ladies Night"
"Kool & The Gang","873","Too Hot"
"Kris Kross","874","Jump"
"Lady & The Tramp","875","He's A Tramp"
"Lalah Hathaway","876","Forever For Always For Love"
"Larry Graham","877","One In A Million"
"Larry Graham","878","Sooner Or Later"
"Latin Wvocal","879","Besame Mucho"
"Lauryn Hill","880","Can't Take My Eyes Off Of You"
"Lauryn Hill","881","Doo Wop That Thing"
"Lauryn Hill","882","Ex Factor"
"Lauryn Hill","883","ExFactor"
"Lauryn Hill & Bob Marley","884","Turn Your Lights Down Low"
"Lauryn Hill & D'Angelo","885","Nothing Ever Matters"
"Lauryn Hill & The Fugees","886","Killing Me Softly"
"Ledisi & Jaheim","887","Stay Together"
"Lenny Kravitz","888","Are You Gonna Go My Way"
"Lenny Kravitz","889","I'll BeWaiting"
"Lenny Williams","890","Cause I Love You"
"Lil Jon, The Eastside Boys & Ying Yang Twins","891","Get Low "
"Lil Wayne","892","Lollipop"
"Lil' Wayne","893","Hustler Musik"
"Linda Ronstadt (Vocal)","894","It's So Easy"
"Lion King","895","Can You Feel The Love Tonight"
"Lion King","896","Hakuna Matata"
"Lionel Richie","897","All Night Long (All Night)"
"Lionel Richie","898","Angel"
"Lionel Richie","899","Dancing On The Ceiling"
"Lionel Richie","900","Easy"
"Lionel Richie","901","I Call It Love"
"Lionel Richie","902","My Love"
"Lionel Richie","903","Night Shift"
"Lionel Richie","904","Penny Lover"
"Lionel Richie","905","Running With The Night"
"Lionel Richie","906","Sail On"
"Lionel Richie","907","Say You, Say Me"
"Lionel Richie","908","Still"
"Lionel Richie","909","Stuck On You"
"Lionel Richie","910","Three Times A Lady"
"Lionel Richie","911","You Are "
"Lionel Richie & Diana Ross","912","Endless Love"
"Lionel Richie & The Commodores","913","Just To Be Close To You"
"Lipps Inc","914","Funkytown"
"Lisa Lisa & The Cult Jam","915","Head To Toe"
"Lisa Lisa & The Cult Jam","916","Lost In Emotion"
"Lisa Stansfield","917","All Around The World"
"Lisa Stansfield","918","Never Gonna Give You Up"
"Little Anthony & The Imperials","919","Shimmy Shimmy Ko Ko Bop"
"Little Richard","920","Tutti Frutti"
"LL Cool J","921","I'm That Type Of Guy"
"LL Cool J","922","Luv U Better"
"LL Cool J & J Lo","923","Control Myself"
"Ll Cool J & Marc Dorsey","924","Luv U Better"
"Lloyd Price","925","Lawdy Miss Clawdy"
"Lloyd Price","926","Personality"
"LMFAO","927","Sexy & I Know It"
"LMFAO & GoonRock","928","Party Rock Anthem"
"Loretta Lynn","929","Coal Miner's Daughter"
"Los Del Rio","930","Macarena "
"Lou Bega","931","Mambo No.5"
"Lou Rawls","932","A Natural Man "
"Lou Rawls","933","Bring It On Home To Me"
"Lou Rawls","934","Lady Love"
"Lou Rawls","935","Love Is A Hurtin' Thing"
"Lou Rawls","936","Tobacco Road "
"Lou Rawls","937","You Never Find Another Love Like"
"Louis Armstrong","938","Hello Dolly"
"Louis Armstrong","939","What A Wonderful World"
"Loverboy","940","Working For The Weekend"
"Lovin' Spoonful","941","Do You Believe In Magic"
"LTD","942","Back In Love Again"
"LTD","943","Back In Love Again, (Every Time I Turn Around)"
"LTD","944","Holding On"
"LTD","945","Love Ballad"
"LTD","946","Stranger"
"LTD","947","Stranger"
"Ludacris & Kelly Rowland","948","Representin' (Clean)"
"Ludacris & Kelly Rowland","949","Representin'(Clean)"
"Ludacris & Mary J Blige","950","Runaway Love"
"Ludacris & Pharrell","951","Money Maker"
"Ludacris & Shawnna","952","Stand Up"
"Luis Fonsi & Daddy Yankee & Justin Beiber","953","Despacito Latino"
"Lulu","954","To Sir, With Love"
"Luther Ingram","955","If Loving You Is Wrong"
"Luther Vandross","956","Bad Boy Having A Party"
"Luther Vandross","957","Best Things In Life Are Free"
"Luther Vandross","958","Creepin"
"Luther Vandross","959","Dance With My Father"
"Luther Vandross","960","Don't You Know That"
"Luther Vandross","961","Endless Love"
"Luther Vandross","962","Forever For Always For Love"
"Luther Vandross","963","Give Me The Reason"
"Luther Vandross","964","Going In Circles"
"Luther Vandross","965","Have Yourself A Merry Little Christmas"
"Luther Vandross","966","Here And Now"
"Luther Vandross","967","House Is Not A Home"
"Luther Vandross","968","How Many Times Can We Say Goodbye"
"Luther Vandross","969","Impossible Dream"
"Luther Vandross","970","Killing Me Softly"
"Luther Vandross","971","Never Too Much"
"Luther Vandross","972","Power Of Love  Love Power"
"Luther Vandross","973","Power Of Love Love Power"
"Luther Vandross","974","She Won't Talk To Me"
"Luther Vandross","975","Since I Lost My Baby"
"Luther Vandross","976","So Amazing"
"Luther Vandross","977","Stop To Love"
"Luther Vandross","978","Superstar"
"Luther Vandross","979","There's Nothing Better Than Love"
"Luther Vandross","980","Your Secret Love"
"Luther Vandross & Mariah Carey","981","Endless Love"
"Lynn Anderson","982","Rose Garden"
"Macy Gray","983","Oblivion"
"Madonna","984","Borderline"
"Madonna","985","Like A Prayer"
"Madonna","986","Like A Virgin"
"Madonna","987","Like A Virgin"
"Madonna","988","Papa Don't Preach"
"Main Ingredient","989","Everybody Plays The Fool"
"Main Ingredient","990","Just Don't Want To Be Lonely"
"Main Ingredient","991","Just Don't Want To Be Lonely"
"Major Harris","992","Love Won't Let Me Wait"
"Manfred Mann","993","Blinded By The Light"
"Manfred Mann","994","Do Wah Diddy Diddy"
"Manfred Mann","995","Mighty Quinn"
"Manhattans","996","Don't Take Your Love"
"Manhattans","997","I'll Never Find Another"
"Manhattans","998","Kiss & Say Goodbye"
"Manhattans","999","Shining Star"
"Manhattans ","1000"," Kiss & Say Goodbye9.zip"
"Manhattans ","1001"," Shining Star.zip"
"Marcia Griffiths","1002","Electric Boogie (Electric Slide)"
"Mariah Carey","1003","All I Want For Christmas Is You"
"Mariah Carey","1004","Always Be My Baby"
"Mariah Carey","1005","Dont Forget About Us"
"Mariah Carey","1006","Dreamlover"
"Mariah Carey","1007","Emotions"
"Mariah Carey","1008","Endless Love"
"Mariah Carey","1009","Love Takes Time"
"Mariah Carey","1010","So Blessed"
"Mariah Carey","1011","Touch My Body"
"Mariah Carey","1012","Vision Of Love"
"Mariah Carey","1013","Without You"
"Mariah Carey ","1014","Shake It Off"
"Mariah Carey & Boyz II Men","1015","One Sweet Day"
"Mariah Carey & Cameo","1016","Loverboy"
"Mario","1017","Crying Out For Me"
"Mario","1018","Here I Go Again"
"Mario","1019","Let Me Love You"
"Marky Mark and Funky Bunch","1020","Good Vibrations"
"Maroon 5 & Kendrick Lamar","1021","Don't Wanna Know"
"Maroon5","1022","This Love"
"Martha & The Vandellas","1023","Jimmy Mack"
"Martina McBride","1024","Concrete Angel"
"Martina Mcbride","1025","You Aint Woman Enough"
"Martina Mcbride ","1026"," You Aint Woman Enough.zip"
"Marvelettes","1027","Please Mr. Postman"
"Marvin Gaye","1028","Ain't That Peculiar"
"Marvin Gaye","1029","Got To Give It Up"
"Marvin Gaye","1030","How Sweet It Is To Be Loved By You"
"Marvin Gaye","1031","I Heard It Through The Grapevine"
"Marvin Gaye","1032","I Want You"
"Marvin Gaye","1033","Let's Get It On"
"Marvin Gaye","1034","Mercy Mercy Me"
"Marvin Gaye","1035","Sexual Healing"
"Marvin Gaye","1036","Too Busy Thinking About My Baby"
"Marvin Gaye","1037","Trouble Man"
"Marvin Gaye","1038","What's Going On"
"Marvin Gaye ","1039"," Ain't No Mountain High Enough.zip"
"Marvin Gaye & Kim Weston","1040","It Takes Two"
"Marvin Gaye & Tammi Terrell","1041","Ain't No Mountain High Enough"
"Marvin Gaye & Tammi Terrell","1042","Ain't Nothin' Like The Real Thing"
"Marvin Gaye & Tammi Terrell","1043","You're All I Need To Get By"
"Marvin Gaye & Tammi Terrell","1044","Your Precious Love"
"Mary J Blige","1045","Enough Cryin"
"Mary J Blige","1046","I Can Love You"
"Mary J Blige","1047","I'm Goin' Down"
"Mary J Blige","1048","Just Fine"
"Mary J Blige","1049","Love Is All We Need"
"Mary J Blige","1050","Mary Jane (All Night Long)"
"Mary J Blige","1051","No More Drama"
"Mary J Blige","1052","Not Gon' Cry"
"Mary J Blige","1053","Real Love"
"Mary J Blige","1054","Stronger"
"Mary J Blige","1055","Take Me As I Am"
"Mary J Blige","1056","Work That"
"Mary J Blige & T.I.","1057","Good Love"
"Mary Jane Girls","1058","In My House"
"Mary Wells","1059","My Guy"
"Maxwell","1060","A Woman's Work"
"Maxwell","1061","Ascension (Don't Ever Wonder)"
"Maxwell","1062","Fistful Of Tears"
"Maxwell","1063","Get To Know Ya"
"Maxwell","1064","Lifetime"
"Maxwell","1065","Sumthin Sumthin "
"Maze","1066","Before I Let Go"
"Maze","1067","Happy Feelin's"
"MC Hammer","1068","2 Legit 2 Quit"
"MC Hammer","1069","Pray"
"MC Hammer","1070","U Can't Touch This"
"McFadden & Whitehead","1071","Ain't No Stopping Us Now"
"Mel & Tim","1072","Backfield In Motion"
"Mel & Tim","1073","Starting All Over Again"
"Melanie Fiona ","1074"," It Kills Me"
"Method Man & D'Angelo","1075","Break Ups To Make Ups"
"Michael Bolton","1076","When A Man Loves A Woman"
"Michael Jackson","1077","Bad"
"Michael Jackson","1078","Beat It"
"Michael Jackson","1079","Billie Jean"
"Michael Jackson","1080","Billie Jean"
"Michael Jackson","1081","Don't Stop Til You Get Enough"
"Michael Jackson","1082","I'll Be There"
"Michael Jackson","1083","Liberian Girl"
"Michael Jackson","1084","Man In The Mirror"
"Michael Jackson","1085","Never Can Say Goodbye"
